event_id,date,date_precision,event_title,event_type,narrative_lines,narrative_line_names,importance,importance_score_1_to_5,related_entities,related_locations,source_count,sources,article_ids,likely_primary_source,evidence_summary,key_quote_or_summary,source_file,review_status
TL-274,2014-01-21,day,Conference of news of catch of police force on the kidnapping of GAStech,timeline,1,商业利益线,medium,3,GAStech|POK|Abila,Abila,1,Worldwise,274,Worldwise,The police force of Abila held a press conference to nine this morning on the registered offices of removal of GAStech. To maintain to the order the journalists with the current that four of the emplo,The police force of Abila held a press conference to nine this morning on the registered offices of removal of GAStech. To maintain to the order the journalists with the current that four of the emplo,narrative_line_1_商业利益线.csv,auto_clustered
TL-274,2014-01-21,day,Conference of news of catch of police force on the kidnapping of GAStech,timeline,3,组织对抗线,medium,3,GAStech|POK|Abila,Abila,1,Worldwise,274,Worldwise,The police force of Abila held a press conference to nine this morning on the registered offices of removal of GAStech. To maintain to the order the journalists with the current that four of the emplo,The police force of Abila held a press conference to nine this morning on the registered offices of removal of GAStech. To maintain to the order the journalists with the current that four of the emplo,narrative_line_3_组织对抗线.csv,auto_clustered
TL-274,2014-01-21,day,Conference of news of catch of police force on the kidnapping of GAStech,timeline,4,绑架导火索线,medium,3,GAStech|POK|Abila,Abila,1,Worldwise,274,Worldwise,The police force of Abila held a press conference to nine this morning on the registered offices of removal of GAStech. To maintain to the order the journalists with the current that four of the emplo,The police force of Abila held a press conference to nine this morning on the registered offices of removal of GAStech. To maintain to the order the journalists with the current that four of the emplo,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-276,2014-01-21,day,Police Hold News Conference on GAStech Kidnapping,timeline,1,商业利益线,medium,3,GAStech|POK|Abila,Abila,1,International News,276,International News,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye,narrative_line_1_商业利益线.csv,auto_clustered
TL-276,2014-01-21,day,Police Hold News Conference on GAStech Kidnapping,timeline,3,组织对抗线,medium,3,GAStech|POK|Abila,Abila,1,International News,276,International News,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye,narrative_line_3_组织对抗线.csv,auto_clustered
TL-276,2014-01-21,day,Police Hold News Conference on GAStech Kidnapping,timeline,4,绑架导火索线,medium,3,GAStech|POK|Abila,Abila,1,International News,276,International News,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-30,2014-01-21,day,ON SCENE BLOG,timeline,4,绑架导火索线,medium,3,GAStech|Abila,Abila,1,Modern Rubicon,30,Modern Rubicon,850 21 January 2014 - DAY TWO of the event of GAStech - we are attending the news conference of unit of the police of Abila previewed for the 9:00.,850 21 January 2014 - DAY TWO of the event of GAStech - we are attending the news conference of unit of the police of Abila previewed for the 9:00.,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-310,2014-01-21,day,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,timeline,1,商业利益线,medium,3,GAStech|POK|Government|Sten Sanjorge|Elodis|Abila,Elodis|Abila,1,Who What News,310,Who What News,"The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, ","The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, ",narrative_line_1_商业利益线.csv,auto_clustered
TL-310,2014-01-21,day,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,timeline,3,组织对抗线,medium,3,GAStech|POK|Government|Sten Sanjorge|Elodis|Abila,Elodis|Abila,1,Who What News,310,Who What News,"The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, ","The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, ",narrative_line_3_组织对抗线.csv,auto_clustered
TL-310,2014-01-21,day,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,timeline,4,绑架导火索线,medium,3,GAStech|POK|Government|Sten Sanjorge|Elodis|Abila,Elodis|Abila,1,Who What News,310,Who What News,"The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, ","The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, ",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-344,2014-01-21,day,GAStech's Sanjorge Escapes Kidnapping at GAStech HQ,timeline,4,绑架导火索线,medium,3,GAStech|Sten Sanjorge|Tethys|Centrum,Tethys|Centrum,1,News Online Today,344,News Online Today,"According to a press conference held at GAStech headquarters in Centrum, Tethys this morning, GAStech's President and CEO, Sten Sanjorge Jr. Sanjorge, who had been attending a corporate meeting, was i","According to a press conference held at GAStech headquarters in Centrum, Tethys this morning, GAStech's President and CEO, Sten Sanjorge Jr. Sanjorge, who had been attending a corporate meeting, was i",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-372,2014-01-21,day,Conference of the news of the grasping of the police on the kidnapping of GAStech,timeline,1,商业利益线,medium,3,GAStech|POK|Abila,Abila,1,The Guide,372,The Guide,The police of Abila carried out a press conference at nine this morning in the headquarters of GAStech of the kidnapping. To clean to informed reporters who four of the employees of GAStech found that,The police of Abila carried out a press conference at nine this morning in the headquarters of GAStech of the kidnapping. To clean to informed reporters who four of the employees of GAStech found that,narrative_line_1_商业利益线.csv,auto_clustered
TL-372,2014-01-21,day,Conference of the news of the grasping of the police on the kidnapping of GAStech,timeline,3,组织对抗线,medium,3,GAStech|POK|Abila,Abila,1,The Guide,372,The Guide,The police of Abila carried out a press conference at nine this morning in the headquarters of GAStech of the kidnapping. To clean to informed reporters who four of the employees of GAStech found that,The police of Abila carried out a press conference at nine this morning in the headquarters of GAStech of the kidnapping. To clean to informed reporters who four of the employees of GAStech found that,narrative_line_3_组织对抗线.csv,auto_clustered
TL-372,2014-01-21,day,Conference of the news of the grasping of the police on the kidnapping of GAStech,timeline,4,绑架导火索线,medium,3,GAStech|POK|Abila,Abila,1,The Guide,372,The Guide,The police of Abila carried out a press conference at nine this morning in the headquarters of GAStech of the kidnapping. To clean to informed reporters who four of the employees of GAStech found that,The police of Abila carried out a press conference at nine this morning in the headquarters of GAStech of the kidnapping. To clean to informed reporters who four of the employees of GAStech found that,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-396,2014-01-21,day,Employees of GASTech removed in Kronos,timeline,1,商业利益线,medium,3,GAStech|POK|APA|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,World Journal,396,World Journal,"Fourteen employees have fears removed in Kronos by a radical environmental group of terrorist during a meeting of corporation. One fears fourteen employees, probably including five executive leaders, ","Fourteen employees have fears removed in Kronos by a radical environmental group of terrorist during a meeting of corporation. One fears fourteen employees, probably including five executive leaders, ",narrative_line_1_商业利益线.csv,auto_clustered
TL-396,2014-01-21,day,Employees of GASTech removed in Kronos,timeline,2,环境冲突线,medium,3,GAStech|POK|APA|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,World Journal,396,World Journal,"Fourteen employees have fears removed in Kronos by a radical environmental group of terrorist during a meeting of corporation. One fears fourteen employees, probably including five executive leaders, ","Fourteen employees have fears removed in Kronos by a radical environmental group of terrorist during a meeting of corporation. One fears fourteen employees, probably including five executive leaders, ",narrative_line_2_环境冲突线.csv,auto_clustered
TL-396,2014-01-21,day,Employees of GASTech removed in Kronos,timeline,3,组织对抗线,medium,3,GAStech|POK|APA|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,World Journal,396,World Journal,"Fourteen employees have fears removed in Kronos by a radical environmental group of terrorist during a meeting of corporation. One fears fourteen employees, probably including five executive leaders, ","Fourteen employees have fears removed in Kronos by a radical environmental group of terrorist during a meeting of corporation. One fears fourteen employees, probably including five executive leaders, ",narrative_line_3_组织对抗线.csv,auto_clustered
